date,code,name,score,stars,rank,entry_close,ret_5d,status_5d,ret_10d,status_10d,ret_20d,status_20d,ret_60d,status_60d,reasons
2026-06-29,009420,한올바이오파마,74.4,3,1,69000.0,-13.19,ok,-27.1,ok,,insufficient,,insufficient,거래대금 47위 | 영업이익 성장 +267% | PEG 0.67 | 60일 고가 근접 | 거래량 3.0배 폭증 | 정배열 · MACD 강세 · OBV 매집
2026-06-29,058730,다스코,71.3,3,2,4465.0,-10.41,ok,-1.68,ok,,insufficient,,insufficient,거래대금 84위 | 영업이익 성장 +217% | PEG 0.01 (저평가) | 60일 신고가 돌파 | 거래량 2.6배 | MACD 강세 · OBV 매집
2026-06-29,153890,져스텍,69.2,3,3,17530.0,-24.13,ok,-52.03,ok,,insufficient,,insufficient,거래대금 8위 | 영업이익 성장 +588% | 60일 신고가 돌파
2026-06-29,000660,SK하이닉스,68.0,3,4,2628000.0,-16.25,ok,-27.21,ok,,insufficient,,insufficient,거래대금 1위 | 영업이익 성장 +465% | 정배열 · MACD 강세 · OBV 매집
2026-06-29,089970,브이엠,65.3,3,5,106100.0,-17.81,ok,8.11,ok,,insufficient,,insufficient,거래대금 64위 | 영업이익 성장 +387% | 60일 고가 근접 | 정배열 · MACD 강세 · OBV 매집
2026-06-29,005935,삼성전자우,63.5,2,6,210500.0,-5.32,ok,-13.44,ok,,insufficient,,insufficient,거래대금 5위 | 영업이익 성장 +736% | PEG 0.01 (저평가) | 정배열 · OBV 매집
2026-06-29,214450,파마리서치,62.0,2,7,349000.0,-2.44,ok,-8.74,ok,,insufficient,,insufficient,거래대금 34위 | 영업이익 성장 +70% | PEG 0.50 (저평가) | 60일 고가 근접 | 거래량 3.7배 폭증 | MACD 강세 · OBV 매집
2026-06-29,240810,원익IPS,61.3,2,8,159000.0,-29.12,ok,-20.06,ok,,insufficient,,insufficient,거래대금 17위 | 영업이익 성장 +596% | 정배열 · MACD 강세 · OBV 매집
2026-06-29,034730,SK,60.0,2,9,785000.0,-20.25,ok,-28.41,ok,,insufficient,,insufficient,거래대금 13위 | 영업이익 성장 +426% | 정배열 · MACD 강세
2026-06-29,290650,엘앤씨바이오,60.0,2,10,94200.0,-15.07,ok,-26.86,ok,,insufficient,,insufficient,영업이익 성장 +693% | PEG 0.00 (저평가) | 60일 고가 근접 | 정배열 · MACD 강세 · OBV 매집
