date,code,name,score,rank,penalty,avail_max,ind_ma_up,ind_macd_bull,ind_obv_up,rsi,거래대금_earned,거래대금_max,거래대금_avail,실적_earned,실적_max,실적_avail,밸류_earned,밸류_max,밸류_avail,수급_earned,수급_max,수급_avail,신고가_earned,신고가_max,신고가_avail,거래량증가_earned,거래량증가_max,거래량증가_avail,차트_earned,차트_max,차트_avail,누적등장_earned,누적등장_max,누적등장_avail,ret_5d,ret_10d
2026-06-30,010950,S-Oil,43.5,51,0.0,85,0,0,1,49.1,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,23.68,31.95
2026-06-30,036570,NC,43.5,52,0.0,85,0,0,1,49.2,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,0.39,-12.04
2026-06-30,263750,펄어비스,43.5,53,0.0,85,0,1,0,32.1,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,0.41,-4.42
2026-06-30,278470,에이피알,43.1,54,0.0,85,0,0,0,49.2,8,15,1,14.6,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,4,10,1,0.0,0.0
2026-06-30,089030,테크윙,42.7,55,0.0,75,0,0,0,47.5,8,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,4,10,1,-29.2,-3.17
2026-06-30,122350,삼기,42.7,56,0.0,85,0,1,1,60.9,4,15,1,7.3,20,1,10,10,1,0,15,0,0,10,1,7,10,1,6.0,10,1,2,10,1,14.84,22.58
2026-06-30,352820,하이브,42.4,57,0.0,85,0,0,0,39.4,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,19.73,8.28
2026-06-30,010120,LS ELECTRIC,42.2,58,0.0,85,0,1,0,43.9,12,15,1,6.9,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,4,10,1,-22.9,-15.34
2026-06-30,032830,삼성생명,41.4,59,0.0,85,1,0,0,50.0,12,15,1,7.2,20,1,10,10,1,0,15,0,0,10,1,0,10,1,4.0,10,1,2,10,1,-13.72,-15.84
2026-06-30,097230,HJ중공업,41.3,60,0.0,75,0,1,0,43.1,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,4,10,1,3.0,10,1,0,10,1,-16.13,-21.49
2026-06-30,122640,예스티,41.3,61,0.0,75,1,0,1,55.9,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,7.0,10,1,0,10,1,-29.02,-9.77
2026-06-30,009155,삼성전기우,41.2,62,0.0,85,1,0,1,61.8,8,15,1,8.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,7.0,10,1,2,10,1,-32.2,-35.72
2026-06-30,373220,LG에너지솔루션,41.1,63,0.0,75,0,0,0,43.4,12,15,1,16.8,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-12.85,-7.46
2026-06-30,270520,앱튼,40.9,64,0.0,75,0,1,1,73.5,4,15,1,0.7,20,1,0,10,0,0,15,0,10,10,1,10,10,1,6.0,10,1,0,10,1,12.01,34.87
2026-06-30,091590,남화토건,40.7,65,0.0,75,1,1,0,67.6,4,15,1,19.5,20,1,0,10,0,0,15,0,0,10,1,0,10,1,7.0,10,1,0,10,1,37.11,-7.96
2026-06-30,007660,이수페타시스,40.5,66,0.0,85,0,0,0,47.2,8,15,1,9.4,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,7,10,1,-23.92,-11.53
2026-06-30,068270,셀트리온,40.4,67,0.0,85,0,1,0,47.6,8,15,1,11.3,20,1,8,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,4,10,1,2.02,1.38
2026-06-30,121440,골프존홀딩스,40.3,68,5.0,75,0,1,1,80.7,4,15,1,4.0,20,1,0,10,0,0,15,0,10,10,1,10,10,1,6.0,10,1,0,10,1,0.3,0.45
2026-06-30,141080,리가켐바이오,40.0,69,0.0,75,0,1,1,50.6,8,15,1,16.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,6.0,10,1,0,10,1,-19.68,-25.95
2026-06-30,126640,화신정공,40.0,70,0.0,85,0,0,0,54.6,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-19.1,-9.78
2026-06-30,004170,신세계,40.0,71,0.0,85,1,0,0,64.9,4,15,1,7.0,20,1,10,10,1,0,15,0,7,10,1,0,10,1,4.0,10,1,2,10,1,-17.22,-19.21
2026-06-30,267270,HD건설기계,40.0,72,0.0,85,0,0,0,39.6,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,0.4,3.77
2026-06-30,096770,SK이노베이션,40.0,73,0.0,85,0,0,0,38.4,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,5.16,23.29
2026-06-30,010060,OCI홀딩스,40.0,74,0.0,85,0,0,0,38.6,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-15.85,-5.13
2026-06-30,098460,고영,40.0,75,0.0,85,0,0,0,46.5,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-21.75,-11.11
2026-06-30,356860,티엘비,40.0,76,0.0,85,0,0,0,42.5,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-22.96,6.32
2026-06-30,131970,두산테스나,40.0,77,0.0,85,0,0,0,39.2,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-21.75,-16.85
2026-06-30,126340,비나텍,40.0,78,0.0,85,0,0,0,33.7,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-14.48,-18.34
2026-06-30,004710,한솔테크닉스,40.0,79,0.0,85,0,0,0,47.5,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-27.0,-8.17
2026-06-30,008770,호텔신라,40.0,80,0.0,85,0,0,0,37.8,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,9.23,0.11
2026-06-30,218410,RFHIC,40.0,81,0.0,85,0,0,0,35.0,4,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-21.84,-18.99
2026-06-30,060260,뉴보텍,40.0,82,0.0,75,0,1,1,71.3,0,15,1,4.0,20,1,0,10,0,0,15,0,10,10,1,10,10,1,6.0,10,1,0,10,1,-9.38,-12.57
2026-06-30,047040,대우건설,39.6,83,0.0,85,0,0,0,40.0,8,15,1,13.7,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-15.98,-13.8
2026-06-30,483650,달바글로벌,39.6,84,0.0,85,1,1,1,59.3,4,15,1,7.7,20,1,10,10,1,0,15,0,0,10,1,0,10,1,10.0,10,1,2,10,1,-6.05,-14.3
2026-06-30,099220,SDN,39.6,85,0.0,75,0,1,1,48.6,4,15,1,9.7,20,1,0,10,0,0,15,0,0,10,1,10,10,1,6.0,10,1,0,10,1,-22.22,-26.87
2026-06-30,029460,케이씨,39.4,86,0.0,85,0,1,1,59.4,0,15,1,7.5,20,1,10,10,1,0,15,0,0,10,1,10,10,1,6.0,10,1,0,10,1,-24.23,-12.89
2026-06-30,403870,HPSP,39.1,87,0.0,85,0,0,0,48.9,12,15,1,6.2,20,1,8,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,7,10,1,-29.17,-13.52
2026-06-30,003490,대한항공,39.1,88,0.0,75,1,1,0,52.4,4,15,1,12.3,20,1,0,10,0,0,15,0,4,10,1,0,10,1,7.0,10,1,2,10,1,2.18,-3.27
2026-06-30,003670,포스코퓨처엠,38.8,89,0.0,85,0,0,0,40.2,8,15,1,20.0,20,1,3,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-17.6,-12.76
2026-06-30,019210,와이지-원,38.8,90,0.0,85,1,1,1,62.1,4,15,1,5.0,20,1,10,10,1,0,15,0,4,10,1,0,10,1,10.0,10,1,0,10,1,0.92,9.63
2026-06-30,004310,현대약품,38.8,91,0.0,85,0,0,1,38.4,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,-20.94,17.1
2026-06-30,000720,현대건설,37.8,92,0.0,85,0,0,0,41.1,8,15,1,12.1,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-11.82,-11.21
2026-06-30,096530,씨젠,37.6,93,0.0,85,1,1,0,54.7,0,15,1,20.0,20,1,1,10,1,0,15,0,4,10,1,0,10,1,7.0,10,1,0,10,1,-4.88,-1.52
2026-06-30,028260,삼성물산,37.3,94,0.0,85,1,0,1,52.2,12,15,1,4.7,20,1,8,10,1,0,15,0,0,10,1,0,10,1,7.0,10,1,0,10,1,-15.69,-21.66
2026-06-30,010170,대한광통신,37.3,95,0.0,75,0,0,0,35.9,8,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-21.67,-11.52
2026-06-30,178320,서진시스템,37.3,96,0.0,75,0,0,0,36.1,8,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-16.95,-20.1
2026-06-30,011070,LG이노텍,37.2,97,0.0,85,0,0,0,47.9,12,15,1,7.6,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-22.22,-29.87
2026-06-30,267250,HD현대,37.2,98,0.0,85,0,0,0,31.7,8,15,1,9.6,20,1,10,10,1,0,15,0,0,10,1,4,10,1,0.0,10,1,0,10,1,-2.91,0.5
2026-06-30,006800,미래에셋증권,37.1,99,0.0,85,0,0,0,32.2,8,15,1,9.5,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,4,10,1,-5.26,-2.34
2026-06-30,000990,DB하이텍,36.9,100,0.0,85,0,0,1,43.4,8,15,1,6.4,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,4,10,1,-22.47,-16.23
2026-06-30,071050,한국금융지주,36.6,101,0.0,85,0,0,0,46.4,8,15,1,9.1,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,4,10,1,5.66,6.33
2026-06-30,025320,시노펙스,36.6,102,0.0,85,0,1,1,67.4,4,15,1,6.1,20,1,1,10,1,0,15,0,4,10,1,10,10,1,6.0,10,1,0,10,1,-33.0,-32.84
2026-06-30,083650,비에이치아이,36.6,103,0.0,85,0,0,0,38.2,4,15,1,17.1,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-17.49,-17.4
2026-06-30,066570,LG전자,36.5,104,0.0,85,0,0,0,45.1,12,15,1,7.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-3.55,-4.43
2026-06-30,047810,한국항공우주,36.5,105,0.0,85,0,1,0,46.7,8,15,1,8.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,2,10,1,-3.01,0.75
2026-06-30,005690,파미셀,36.5,106,0.0,85,0,1,0,43.2,0,15,1,20.0,20,1,8,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,-14.2,-7.56
2026-06-30,042700,한미반도체,36.4,107,0.0,85,0,0,0,41.0,12,15,1,6.9,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-22.34,5.07
2026-06-30,950250,테라뷰,36.4,108,0.0,55,0,1,1,32.3,4,15,1,0.0,20,0,0,10,0,0,15,0,0,10,1,10,10,1,6.0,10,1,0,10,1,-11.5,-8.91
2026-06-30,228340,동양파일,36.3,109,5.0,75,1,1,0,88.5,4,15,1,0.0,20,1,0,10,0,0,15,0,10,10,1,10,10,1,7.0,10,1,0,10,1,-15.83,-26.25
2026-06-30,042520,한스바이오메드,36.3,110,0.0,75,0,1,0,42.4,4,15,1,13.2,20,1,0,10,0,0,15,0,0,10,1,7,10,1,3.0,10,1,0,10,1,12.61,10.18
2026-06-30,003230,삼양식품,36.2,111,0.0,85,0,1,1,44.5,4,15,1,6.8,20,1,10,10,1,0,15,0,0,10,1,0,10,1,6.0,10,1,4,10,1,2.41,-4.2
2026-06-30,204270,제이앤티씨,36.2,112,0.0,85,0,1,1,48.5,0,15,1,14.8,20,1,10,10,1,0,15,0,0,10,1,0,10,1,6.0,10,1,0,10,1,-20.39,-11.74
2026-06-30,108490,로보티즈,36.0,113,0.0,75,0,0,1,43.3,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,-25.23,-14.42
2026-06-30,397030,에이프릴바이오,36.0,114,0.0,75,0,1,0,43.2,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,-34.9,-34.77
2026-06-30,394420,리센스메디컬,36.0,115,0.0,75,0,0,0,38.0,4,15,1,16.0,20,1,0,10,0,0,15,0,0,10,1,7,10,1,0.0,10,1,0,10,1,-13.19,-16.77
2026-06-30,112040,위메이드,36.0,116,0.0,75,0,1,0,57.7,0,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,4,10,1,3.0,10,1,0,10,1,-9.42,-11.8
2026-06-30,070300,엑스큐어,35.9,117,0.0,75,0,1,1,49.2,0,15,1,13.9,20,1,0,10,0,0,15,0,0,10,1,7,10,1,6.0,10,1,0,10,1,15.49,-1.31
2026-06-30,012450,한화에어로스페이스,35.5,118,0.0,85,0,0,0,34.9,12,15,1,8.2,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,4.62,-6.63
2026-06-30,000500,가온전선,35.4,119,0.0,85,0,0,0,40.7,8,15,1,8.1,20,1,10,10,1,0,15,0,0,10,1,4,10,1,0.0,10,1,0,10,1,-0.43,-5.57
2026-06-30,005070,코스모신소재,35.3,120,0.0,85,0,0,0,40.8,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-9.04,0.64
2026-06-30,006910,보성파워텍,35.3,121,0.0,85,0,0,0,38.3,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-14.27,-5.21
2026-06-30,425420,티에프이,35.3,122,0.0,85,0,0,0,35.4,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-15.04,-1.48
2026-06-30,011930,신성이엔지,35.3,123,0.0,85,0,0,0,49.9,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-15.79,-12.24
2026-06-30,124500,아이티센글로벌,35.3,124,0.0,85,0,0,0,27.9,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-18.97,-10.54
2026-06-30,089890,코세스,35.3,125,0.0,85,0,0,0,42.7,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-15.84,-15.52
2026-06-30,003530,한화투자증권,35.3,126,0.0,85,0,0,0,34.6,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-8.0,-4.72
2026-06-30,099320,쎄트렉아이,35.3,127,0.0,85,0,0,0,33.5,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-16.74,-10.53
2026-06-30,348210,넥스틴,35.3,128,0.0,85,0,0,0,40.2,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-21.18,-17.93
2026-06-30,003160,디아이,35.3,129,0.0,85,0,0,0,44.8,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-17.32,-12.06
2026-06-30,077360,덕산하이메탈,35.3,130,0.0,85,0,0,0,38.1,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-28.29,-6.54
2026-06-30,044490,태웅,35.3,131,0.0,85,0,0,0,41.7,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-14.52,-6.68
2026-06-30,092870,엑시콘,35.3,132,0.0,85,0,0,0,35.2,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-25.25,-7.78
2026-06-30,187870,디바이스,35.3,133,0.0,85,0,0,0,39.0,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-19.01,-7.76
2026-06-30,080580,오킨스전자,35.3,134,0.0,85,0,0,0,40.1,0,15,1,20.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-18.01,-3.5
2026-06-30,259960,크래프톤,35.2,135,0.0,85,0,0,0,48.9,8,15,1,5.9,20,1,10,10,1,0,15,0,0,10,1,4,10,1,0.0,10,1,2,10,1,3.81,-2.54
2026-06-30,052400,코나아이,35.2,136,0.0,85,0,1,0,44.4,0,15,1,12.9,20,1,10,10,1,0,15,0,0,10,1,4,10,1,3.0,10,1,0,10,1,-8.32,-6.02
2026-06-30,298040,효성중공업,34.9,137,0.0,85,0,0,0,47.6,8,15,1,9.7,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-21.79,-16.58
2026-06-30,161890,한국콜마,34.8,138,0.0,85,0,1,1,69.4,4,15,1,5.6,20,1,1,10,1,0,15,0,7,10,1,4,10,1,6.0,10,1,2,10,1,12.66,7.74
2026-06-30,357780,솔브레인,34.7,139,0.0,85,0,0,1,48.0,8,15,1,6.5,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,2,10,1,-20.66,-16.14
2026-06-30,009830,한화솔루션,34.7,140,0.0,75,0,0,0,42.1,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-12.08,-9.28
2026-06-30,062040,산일전기,34.6,141,0.0,85,0,0,0,51.9,8,15,1,7.4,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,4,10,1,-25.28,-24.86
2026-06-30,009540,HD한국조선해양,34.4,142,0.0,85,0,0,0,38.6,8,15,1,13.2,20,1,8,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-2.86,-4.29
2026-06-30,329180,HD현대중공업,34.2,143,0.0,85,0,0,0,42.5,12,15,1,14.1,20,1,1,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-12.67,-20.44
2026-06-30,006260,LS,34.2,144,0.0,85,0,0,0,42.6,8,15,1,7.1,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,4,10,1,-15.6,-16.55
2026-06-30,272210,한화시스템,34.2,145,0.0,85,0,0,0,31.4,8,15,1,11.1,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-11.1,-9.86
2026-06-30,039440,에스티아이,34.1,146,0.0,85,0,0,0,48.0,0,15,1,19.0,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-17.43,-5.46
2026-06-30,267260,HD현대일렉트릭,33.6,147,0.0,85,0,0,0,44.8,8,15,1,6.6,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,4,10,1,-16.26,-15.33
2026-06-30,051910,LG화학,33.5,148,0.0,85,0,0,0,38.2,8,15,1,13.5,20,1,5,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-8.93,-5.54
2026-06-30,105560,KB금융,33.4,149,0.0,85,0,0,0,52.4,12,15,1,4.4,20,1,8,10,1,0,15,0,4,10,1,0,10,1,0.0,10,1,0,10,1,7.55,14.21
2026-06-30,111710,남화산업,33.3,150,0.0,75,0,1,0,63.8,8,15,1,4.0,20,1,0,10,0,0,15,0,0,10,1,10,10,1,3.0,10,1,0,10,1,-20.46,-30.46
2026-06-30,017670,SK텔레콤,33.2,151,0.0,85,0,0,0,37.7,8,15,1,8.2,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-4.98,-3.85
2026-06-30,005490,POSCO홀딩스,33.1,152,0.0,85,0,0,0,35.6,8,15,1,8.1,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-4.1,-0.79
2026-06-30,065170,비엘팜텍,32.9,153,0.0,75,0,1,1,64.3,4,15,1,0.7,20,1,0,10,0,0,15,0,10,10,1,4,10,1,6.0,10,1,0,10,1,1.18,3.87
2026-06-30,100840,SNT에너지,32.9,154,0.0,85,0,0,0,34.1,0,15,1,20.0,20,1,8,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-15.75,-8.32
2026-06-30,026940,부국철강,32.6,155,0.0,85,0,1,0,51.4,0,15,1,14.7,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,-5.98,-14.48
2026-06-30,005380,현대차,32.5,156,0.0,85,0,0,0,34.0,15,15,1,4.6,20,1,8,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-6.57,-12.32
2026-06-30,322000,HD현대에너지솔루션,32.0,157,0.0,75,0,0,0,44.6,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-24.12,-12.46
2026-06-30,033160,엠케이전자,32.0,158,0.0,75,0,0,0,37.0,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-25.65,-4.75
2026-06-30,417840,저스템,32.0,159,0.0,75,0,0,0,51.3,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-34.56,-11.76
2026-06-30,327260,RF머트리얼즈,32.0,160,0.0,75,0,0,0,33.7,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-19.06,-1.13
2026-06-30,139480,이마트,32.0,161,0.0,75,0,0,0,41.6,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-1.58,-3.64
2026-06-30,457190,이수스페셜티케미컬,32.0,162,0.0,75,0,0,0,38.2,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-15.8,-14.83
2026-06-30,330860,네패스아크,32.0,163,0.0,75,0,0,0,42.7,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-16.73,3.61
2026-06-30,036540,SFA반도체,32.0,164,0.0,75,0,0,0,37.9,4,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-15.4,2.37
2026-06-30,053610,프로텍,31.9,165,0.0,85,0,0,0,50.9,0,15,1,17.1,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-27.68,-15.38
2026-06-30,131290,티에스이,31.8,166,0.0,85,0,0,1,55.6,4,15,1,15.0,20,1,1,10,1,0,15,0,4,10,1,0,10,1,3.0,10,1,0,10,1,-6.13,16.36
2026-06-30,052710,아모텍,31.6,167,0.0,75,0,0,1,39.6,4,15,1,16.7,20,1,0,10,0,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,-20.84,-5.4
2026-06-30,100090,SK오션플랜트,31.6,168,0.0,85,0,1,1,43.7,4,15,1,6.9,20,1,8,10,1,0,15,0,0,10,1,0,10,1,6.0,10,1,2,10,1,-10.05,-11.83
2026-06-30,419050,삼기에너지솔루션즈,31.6,169,0.0,85,0,1,0,49.8,0,15,1,13.9,20,1,10,10,1,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,5.31,5.78
2026-06-30,103590,일진전기,31.5,170,0.0,85,0,0,0,41.6,4,15,1,8.8,20,1,10,10,1,0,15,0,0,10,1,4,10,1,0.0,10,1,0,10,1,-17.69,-16.51
2026-06-30,241790,티이엠씨씨엔에스,31.5,171,0.0,85,0,1,1,47.1,0,15,1,6.8,20,1,10,10,1,0,15,0,0,10,1,4,10,1,6.0,10,1,0,10,1,-24.79,-17.6
2026-06-30,066970,엘앤에프,31.3,172,0.0,75,0,0,0,37.7,4,15,1,17.5,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-17.67,-14.71
2026-06-30,001440,대한전선,31.1,173,0.0,85,0,0,0,37.5,8,15,1,6.4,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-16.81,-11.65
2026-06-30,189300,인텔리안테크,31.1,174,0.0,85,0,0,0,31.8,0,15,1,16.4,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-15.96,-13.64
2026-06-30,060370,LS마린솔루션,31.1,175,0.0,85,0,0,0,42.9,0,15,1,16.4,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-13.26,1.66
2026-06-30,000250,삼천당제약,30.8,176,0.0,75,0,1,0,34.5,4,15,1,16.1,20,1,0,10,0,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,-16.37,-15.22
2026-06-30,039200,오스코텍,30.7,177,0.0,75,0,1,0,40.8,0,15,1,20.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,-12.55,-15.72
2026-06-30,207940,삼성바이오로직스,30.6,178,0.0,85,0,1,1,51.7,8,15,1,7.0,20,1,1,10,1,0,15,0,0,10,1,0,10,1,6.0,10,1,4,10,1,-2.01,-0.58
2026-06-30,018880,한온시스템,30.4,179,0.0,85,0,0,0,41.0,4,15,1,13.8,20,1,8,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-6.78,-7.82
2026-06-30,232140,와이씨,30.4,180,0.0,85,0,0,0,37.3,0,15,1,15.8,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-22.74,-17.49
2026-06-30,064350,현대로템,29.9,181,0.0,85,0,0,0,39.0,8,15,1,10.4,20,1,5,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,2,10,1,-2.25,-3.06
2026-06-30,122870,와이지엔터테인먼트,29.4,182,0.0,85,0,0,0,43.6,0,15,1,20.0,20,1,5,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,0.84,-2.04
2026-06-30,006110,삼아알미늄,29.4,183,0.0,85,0,0,0,34.4,0,15,1,20.0,20,1,5,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-18.92,-16.29
2026-06-30,007810,코리아써키트,29.3,184,0.0,75,0,0,0,42.8,4,15,1,18.0,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-32.15,-18.95
2026-06-30,071970,HD현대마린엔진,29.3,185,0.0,85,0,0,0,38.0,4,15,1,10.9,20,1,10,10,1,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-4.61,-0.51
2026-06-30,277810,레인보우로보틱스,29.2,186,0.0,75,0,0,0,38.3,4,15,1,17.9,20,1,0,10,0,0,15,0,0,10,1,0,10,1,0.0,10,1,0,10,1,-17.44,-17.15
2026-06-30,030200,KT,29.2,187,0.0,75,0,0,1,43.8,4,15,1,14.9,20,1,0,10,0,0,15,0,0,10,1,0,10,1,3.0,10,1,0,10,1,4.73,-1.7
